"2350 Finch Avenue West ,  TORONTO ,  Ontario, Canada"
"Olinda-Ruthven United Church Hall ,  KINGSVILLE ,  Ontario, Canada"
"Richmond Terrace and Lodge ,  AMHERSTBURG ,  Ontario, Canada"
"Royal Canadian Legion Branch 188 ,  KINGSVILLE ,  Ontario, Canada"
"Royal Canadian Legion Branch 201 ,  ESSEX ,  Ontario, Canada"
"Royal Canadian Legion Branch 403 ,  PELEE ISLAND ,  Ontario, Canada"
"Royal Oak Long Term Care ,  KINGSVILLE ,  Ontario, Canada"
"Ruthven Public School ,  KINGSVILLE ,  Ontario, Canada"
"Sacred Heart Church Community Centre ,  LASALLE ,  Ontario, Canada"
"Sandwich Secondary School ,  LASALLE ,  Ontario, Canada"
"Sandwich West Public School ,  LASALLE ,  Ontario, Canada"
"Season's Amherstburg ,  AMHERSTBURG ,  Ontario, Canada"
"Season's Lakeshore ,  LAKESHORE ,  Ontario, Canada"
"St. Anne Catholic High School ,  LAKESHORE ,  Ontario, Canada"
"St. Anthony Catholic Elementary School ,  ESSEX ,  Ontario, Canada"
"St. John's Parish Hall ,  LAKESHORE ,  Ontario, Canada"
"St. Johnde Brebeuf Catholic Elementary School ,  KINGSVILLE ,  Ontario, Canada"
"St. Joseph Catholic Elementary School ,  AMHERSTBURG ,  Ontario, Canada"
"St. Nicholas Macedonian Church Hall ,  LASALLE ,  Ontario, Canada"
"St. Simon and  St. Jude Hall ,  LAKESHORE ,  Ontario, Canada"
"St. Theresa Catholic Elementary School ,  AMHERSTBURG ,  Ontario, Canada"
"United Community Credit Union Complex ,  AMHERSTBURG ,  Ontario, Canada"
"Verdi Club ,  AMHERSTBURG ,  Ontario, Canada"
"Viscount Estate Community Centre ,  ESSEX ,  Ontario, Canada"
"Visitation Parish ,  LAKESHORE ,  Ontario, Canada"
"Vollmer Complex ,  LASALLE ,  Ontario, Canada"
"Wesley United Church Hall ,  AMHERSTBURG ,  Ontario, Canada"
"Woodslee United Church Hall ,  LAKESHORE ,  Ontario, Canada"
"Ashwood Manor ,  LONDON ,  Ontario, Canada"
"Aylmer Christian Reformed Church ,  AYLMER ,  Ontario, Canada"
"Aylmer Legion Branch #81 ,  AYLMER ,  Ontario, Canada"
"Bayham Community Centre ,  STRAFFORDVILLE ,  Ontario, Canada"
"Beattie Haven ,  WARDSVILLE ,  Ontario, Canada"
"Belmont Arena ,  BELMONT ,  Ontario, Canada"
"Bobier Villa ,  DUTTON ,  Ontario, Canada"
"Bradley St. Church of God ,  AYLMER ,  Ontario, Canada"
"Caressant Care on Bonnie Place ,  ST. THOMAS ,  Ontario, Canada"
"Central United Church ,  ST THOMAS ,  Ontario, Canada"
"Chateau Gardens ,  AYLMER ,  Ontario, Canada"
"Christ Church Glanworth ,  LONDON ,  Ontario, Canada"
"Community of Christ Church ,  CORINTH ,  Ontario, Canada"
"Dorchester Community Centre ,  DORCHESTER ,  Ontario, Canada"
"Dutton Dunwich Community Centre ,  DUTTON ,  Ontario, Canada"
"East Elgin Community Complex ,  AYLMER ,  Ontario, Canada"
"Eastwood Baptist Church ,  ST. THOMAS ,  Ontario, Canada"
"Elgin Manor ,  ST. THOMAS ,  Ontario, Canada"
"Faith Baptist Church ,  ST. THOMAS ,  Ontario, Canada"
"Fellowship Christian Reformed Church ,  ST. THOMAS ,  Ontario, Canada"
"First United Church ,  ST. THOMAS ,  Ontario, Canada"
"Free Reformed Church ,  ST. THOMAS ,  Ontario, Canada"
"Glendale Crossing ,  LONDON ,  Ontario, Canada"
"Gospell Fellowship Chapel ,  ST. THOMAS ,  Ontario, Canada"
"Grace United Church ,  ST. THOMAS ,  Ontario, Canada"
"Ioof Hall Harrietsville ,  HARRIETSVILLE ,  Ontario, Canada"
"Kettle Creek Conservation Authority ,  ST. THOMAS ,  Ontario, Canada"
"Knox Presbyterian Church ,  ST. THOMAS ,  Ontario, Canada"
"Lambeth United Church ,  LONDON ,  Ontario, Canada"
"Malahide Community Place ,  SPRINGFIELD ,  Ontario, Canada"
"Metcalfe Gardens ,  ST. THOMAS ,  Ontario, Canada"
"Monsignor Morrison ,  ST. THOMAS ,  Ontario, Canada"
"New Hope Church ,  LONDON ,  Ontario, Canada"
"New Sarum Diner ,  ST.THOMAS ,  Ontario, Canada"
"North Dorchester Optimist Hall ,  DORCHESTER ,  Ontario, Canada"
"Port Stanley Arena ,  PORT STANLEY ,  Ontario, Canada"
"South Dorchester Community Hall ,  SPRINGFIELD ,  Ontario, Canada"
"South London Community Centre ,  LONDON ,  Ontario, Canada"
"Southwold Keystone Complex ,  SHEDDEN ,  Ontario, Canada"
"Southwold Township Municipal Office ,  FINGAL LINE ,  Ontario, Canada"
"St. Johns Anglican Church ,  ST. THOMAS ,  Ontario, Canada"
"St. Thomas Christian Church ,  ST. THOMAS ,  Ontario, Canada"
"St. Thomas Community Timken Centre ,  ST. THOMAS ,  Ontario, Canada"
"St. Thomas Elgin General Hospital ,  ST THOMAS ,  Ontario, Canada"
"St. Thomas Elgin Memorial Arena ,  ST. THOMAS ,  Ontario, Canada"
"St. Thomas Seniors Centre ,  ST.THOMAS ,  Ontario, Canada"
"Sunridge Centre ,  ST. THOMAS ,  Ontario, Canada"
"Talbotville United Church ,  TALBOTVILLE ,  Ontario, Canada"
"Terrace Lodge ,  AYLMER ,  Ontario, Canada"
"Thorndale Community Centre ,  THORNDALE ,  Ontario, Canada"
"Valleyview Home for the Aged ,  ST. THOMAS ,  Ontario, Canada"
"Vienna Lions Community Centre ,  VIENNA ,  Ontario, Canada"
"West Elgin Recreation Centre ,  RODNEY ,  Ontario, Canada"
"West Elgin Royal Canadian Legion ,  WEST LORNE ,  Ontario, Canada"
"500 Duplex Avenue ,  TORONTO ,  Ontario, Canada"
"Allenby Public School ,  TORONTO ,  Ontario, Canada"
"Allenway YCC228 ,  TORONTO ,  Ontario, Canada"
"Anglican Church of St Clement ,  TORONTO ,  Ontario, Canada"
"Anglican Church of St Timothy ,  TORONTO ,  Ontario, Canada"
"Apostolic Assembly of Our Lord and Saviour ,  TORONTO ,  Ontario, Canada"
"Apotex Center (Jewish Home for Aged) ,  TORONTO ,  Ontario, Canada"
"Armour Heights Community Centre ,  TORONTO ,  Ontario, Canada"
"Armour Heights Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"Armour Heights Public School ,  TORONTO ,  Ontario, Canada"
"Ascot YCC482 ,  TORONTO ,  Ontario, Canada"
"Bais Yaakov Elementary School ,  TORONTO ,  Ontario, Canada"
"Bedford Glen YCC503 ,  TORONTO ,  Ontario, Canada"
"Belmont Apartments ,  TORONTO ,  Ontario, Canada"
"Beth Jacob High School ,  TORONTO ,  Ontario, Canada"
"Beth Torah ,  TORONTO ,  Ontario, Canada"
"Bialik Hebrew Day School ,  TORONTO ,  Ontario, Canada"
"Bme Christ Church St James ,  TORONTO ,  Ontario, Canada"
"Briar Hill Towers YCC 107 - Party Room ,  TORONTO ,  Ontario, Canada"
"Caboto Terrace ,  TORONTO ,  Ontario, Canada"
"Casa Del Zotto ,  TORONTO ,  Ontario, Canada"
"Columbus Centre-Columbus Room ,  TORONTO ,  Ontario, Canada"
"Crystal Towers ,  TORONTO ,  Ontario, Canada"
"Dean Myers Chev, Buick, GMC ,  TORONTO ,  Ontario, Canada"
"Dorothy Klein Senior Residence ,  TORONTO ,  Ontario, Canada"
"Empress House ,  TORONTO ,  Ontario, Canada"
"Fairlawn Avenue United Church ,  TORONTO ,  Ontario, Canada"
"Fieldstone Day School ,  TORONTO ,  Ontario, Canada"
"Flemington Public School ,  TORONTO ,  Ontario, Canada"
"Forest Hill Collegiate Drama Room ,  TORONTO ,  Ontario, Canada"
"Forest Hill Place ,  TORONTO ,  Ontario, Canada"
"Four Thousand- East Tower Party Room ,  TORONTO ,  Ontario, Canada"
"Glen Long Community Centre ,  TORONTO ,  Ontario, Canada"
"Glen Park Public School ,  TORONTO ,  Ontario, Canada"
"Glenview Senior Public School ,  TORONTO ,  Ontario, Canada"
"Governor's Hill - North Tower ,  TORONTO ,  Ontario, Canada"
"Holy Mountain Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"John Wanless Public School ,  TORONTO ,  Ontario, Canada"
"Lawrence Hgts Tchc Room ,  TORONTO ,  Ontario, Canada"
"Lawrence Park Collegiate Institute - Gym ,  TORONTO ,  Ontario, Canada"
"Lawrence Park Condominiums ,  TORONTO ,  Ontario, Canada"
"Ledbury Park Public School ,  TORONTO ,  Ontario, Canada"
"Loretto Abbey Convent ,  TORONTO ,  Ontario, Canada"
"Lotherton Pathway Action Neighbourhood ,  TORONTO ,  Ontario, Canada"
"Lotherton Pathway YCC46 ,  TORONTO ,  Ontario, Canada"
"Marshall McLuhan Catholic School ,  TORONTO ,  Ontario, Canada"
"Maximum Woman Apparel ,  TORONTO ,  Ontario, Canada"
"Medhanie Alem Eritrean Orthodox Tewhajo ,  TORONTO ,  Ontario, Canada"
"Melrose Community Church ,  TORONTO ,  Ontario, Canada"
"Moshav Noam - Party Room ,  TORONTO ,  Ontario, Canada"
"MTCC 916 + 819 at 916 Party Room ,  TORONTO ,  Ontario, Canada"
"Neptune Towers ,  TORONTO ,  Ontario, Canada"
"North Preparatory Public School ,  TORONTO ,  Ontario, Canada"
"North Toronto Memorial Community Centre ,  TORONTO ,  Ontario, Canada"
"Northern District Library-2nd Floor ,  TORONTO ,  Ontario, Canada"
"Our Lady of Assumption Catholic School ,  TORONTO ,  Ontario, Canada"
"Reuben Cipin Healthy Living Centre ,  TORONTO ,  Ontario, Canada"
"Roselawn Marlee Apartments ,  TORONTO ,  Ontario, Canada"
"Saranac Senior Apartments ,  TORONTO ,  Ontario, Canada"
"Shaarei Shomayim ,  TORONTO ,  Ontario, Canada"
"Shermount Tscc 1511 ,  TORONTO ,  Ontario, Canada"
"St. Ansgar Lutheran Church ,  TORONTO ,  Ontario, Canada"
"St. Margaret Catholic School ,  TORONTO ,  Ontario, Canada"
"Terrace Garden Retirement Living ,  TORONTO ,  Ontario, Canada"
"Terraces of Baycrest - Foyer ,  TORONTO ,  Ontario, Canada"
"Villa Colombo- Piazza Mary Bartonlia ,  TORONTO ,  Ontario, Canada"
"Wagman Centre - Fireside Room ,  TORONTO ,  Ontario, Canada"
"West Prep Public School ,  TORONTO ,  Ontario, Canada"
"York Mills Place ,  TORONTO ,  Ontario, Canada"
"Baseline Community Centre ,  BOWMANVILLE ,  Ontario, Canada"
"Blackstock Recreation Centre ,  BLACKSTOCK ,  Ontario, Canada"
"Butternut Manor ,  UXBRIDGE ,  Ontario, Canada"
"Carriage Country Baptist Church ,  HAMPTON ,  Ontario, Canada"
"Cartwright Centre Public School ,  BLACKSTOCK ,  Ontario, Canada"
"Church of Jesus Christ of Latter Day Saints ,  BOWMANVILLE ,  Ontario, Canada"
"Clarington Beech Centre ,  BOWMANVILLE ,  Ontario, Canada"
"Community Nursing Home ,  PORT PERRY ,  Ontario, Canada"
"Courtice High School ,  COURTICE ,  Ontario, Canada"
"Courtice North Public School ,  COURTICE ,  Ontario, Canada"
"Crossroads Christian Assembly ,  NEWCASTLE ,  Ontario, Canada"
"Dr. Emily Stowe Public School ,  COURTICE ,  Ontario, Canada"
"Dr. G. J. MacGillivray Public School ,  COURTICE ,  Ontario, Canada"
"Dr. Ross Tilley Public School ,  BOWMANVILLE ,  Ontario, Canada"
"Durham Christian High School ,  BOWMANVILLE ,  Ontario, Canada"
"Durham County Senior Citizens Lodge ,  ORONO ,  Ontario, Canada"
"Faith United United Church ,  COURTICE ,  Ontario, Canada"
"Family Worship and Outreach Centre ,  COURTICE ,  Ontario, Canada"
"Fosterbrook Long Term Care Facility ,  NEWCASTLE ,  Ontario, Canada"
"Goodwood Community Centre ,  GOODWOOD ,  Ontario, Canada"
"Goodwood Public School ,  GOODWOOD ,  Ontario, Canada"
"Greenbank Public School ,  GREENBANK ,  Ontario, Canada"
"Hampton Public School ,  HAMPTON ,  Ontario, Canada"
"Harold Longworth Public School ,  BOWMANVILLE ,  Ontario, Canada"
"Holy Family Catholic Elementary School ,  BOWMANVILLE ,  Ontario, Canada"
"Holy Trinity Catholicsecondary School ,  COURTICE ,  Ontario, Canada"
"Hope Christian Reformed Church ,  PORT PERRY ,  Ontario, Canada"
"Immaculate Conception Catholic Church ,  PORT PERRY ,  Ontario, Canada"
"John M. James Public School ,  BOWMANVILLE ,  Ontario, Canada"
"Joseph Gould Public School ,  UXBRIDGE ,  Ontario, Canada"
"Kendal Community Centre ,  KENDAL ,  Ontario, Canada"
"Kingsway Arms at Clarington Centre ,  BOWMANVILLE ,  Ontario, Canada"
"Kirby Centennial Public School ,  ORONO ,  Ontario, Canada"
"Lakeridge Health - Bowmanville ,  BOWMANVILLE ,  Ontario, Canada"
"Latcham Centre ,  PORT PERRY ,  Ontario, Canada"
"Liberty Pentecostal Church ,  BOWMANVILLE ,  Ontario, Canada"
"Lydia Trull Public School ,  COURTICE ,  Ontario, Canada"
"Maranatha Christian Reformed Church ,  BOWMANVILLE ,  Ontario, Canada"
"Marnwood Lifecare Centre ,  BOWMANVILLE ,  Ontario, Canada"
"Nestleton Community Centre ,  NESTLETON STATION ,  Ontario, Canada"
"Newcastle Community Hall ,  NEWCASTLE ,  Ontario, Canada"
"Newcastle United Church ,  NEWCASTLE ,  Ontario, Canada"
"Oakridge Golf Course - Warren's Glen ,  PORT PERRY ,  Ontario, Canada"
"Ontario Street Public School ,  BOWMANVILLE ,  Ontario, Canada"
"Orono Oddfellows and Rebekah's Centre ,  ORONO ,  Ontario, Canada"
"Port Perry Baptist Church ,  PORT PERRY ,  Ontario, Canada"
"Port Perry Villa ,  PORT PERRY ,  Ontario, Canada"
"Prince Albert Public School ,  PRINCE ALBERT ,  Ontario, Canada"
"Reachview Village ,  UXBRIDGE ,  Ontario, Canada"
"S.A. Cawker Public School ,  PORT PERRY ,  Ontario, Canada"
"S.T. Worden Public School ,  COURTICE ,  Ontario, Canada"
"Sandford Community Centre ,  SANDFORD ,  Ontario, Canada"
"Scugog Community Centre ,  PORT PERRY ,  Ontario, Canada"
"Solina Community Hall ,  HAMPTON ,  Ontario, Canada"
"South Courtice Arena ,  COURTICE ,  Ontario, Canada"
"St. Elizabeth Catholic Elementary School ,  BOWMANVILLE ,  Ontario, Canada"
"St. Francis of Assissi Separate Elementary School ,  NEWCASTLE ,  Ontario, Canada"
"St. Joseph's Elementary Catholic School ,  BOWMANVILLE ,  Ontario, Canada"
"St. Paul's Leaskdale Presbyterian Church ,  LEASKDALE ,  Ontario, Canada"
"Strathaven Life Care Centre ,  BOWMANVILLE ,  Ontario, Canada"
"The Centre In Canterbury Common ,  PORT PERRY ,  Ontario, Canada"
"Trinity United Church ,  BOWMANVILLE ,  Ontario, Canada"
"Tyrone Community Centre ,  BOWMANVILLE ,  Ontario, Canada"
"Uxbridge Baptist Church ,  UXBRIDGE ,  Ontario, Canada"
"Uxbridge Community Centre ,  UXBRIDGE ,  Ontario, Canada"
"Uxbridge Library - Lower Level ,  UXBRIDGE ,  Ontario, Canada"
"Uxbridge Senior Citizens Centre ,  UXBRIDGE ,  Ontario, Canada"
"Vincent Massey Public School ,  BOWMANVILLE ,  Ontario, Canada"
"West Shore Village ,  PORT PERRY ,  Ontario, Canada"
"Wheelhouse Recreation Centre ,  NEWCASTLE ,  Ontario, Canada"
"White Cliffe Terrace Retirement Res ,  COURTICE ,  Ontario, Canada"
"Zephyr Hall ,  ZEPHYR ,  Ontario, Canada"
"Albion Bolton Community Centre ,  BOLTON ,  Ontario, Canada"
"Allan Drive Middle School ,  BOLTON ,  Ontario, Canada"
"Alton Public Library ,  ALTON ,  Ontario, Canada"
"Avalon Retirement Centre ,  ORANGEVILLE ,  Ontario, Canada"
"Belfountain Public School ,  BELFOUNTAIN ,  Ontario, Canada"
"Brampton Fairgrounds ,  CALEDON ,  Ontario, Canada"
"Broadway Pentecostal Church ,  ORANGEVILLE ,  Ontario, Canada"
"Caledon Central Public School ,  CALEDON VILLAGE ,  Ontario, Canada"
"Caledon Centre for Recreation and Wellness ,  BOLTON ,  Ontario, Canada"
"Caledon Community Complex ,  CALEDON EAST ,  Ontario, Canada"
"Caledon Estates Banquet Hall ,  CALEDON ,  Ontario, Canada"
"Caledon Village Place ,  CALEDON VILLAGE ,  Ontario, Canada"
"Centre Dufferin Recreation Complex ,  SHELBURNE ,  Ontario, Canada"
"Cheltenham Community Room (Firehall) ,  CHELTENHAM ,  Ontario, Canada"
"Credit Meadows Elementary School ,  ORANGEVILLE ,  Ontario, Canada"
"Dufferin Oaks Home for Senior Citizens ,  SHELBURNE ,  Ontario, Canada"
"East Garafraxa Public School ,  ORTON ,  Ontario, Canada"
"Faith Community Wesleyan Church ,  ORANGEVILLE ,  Ontario, Canada"
"Grand Valley and District Public School ,  GRAND VALLEY ,  Ontario, Canada"
"Holy Family Elementary School ,  BOLTON ,  Ontario, Canada"
"Horizon Court for Seniors ,  ORANGEVILLE ,  Ontario, Canada"
"Humberview Secondary School ,  BOLTON ,  Ontario, Canada"
"Hyland Heights Elementary School ,  SHELBURNE ,  Ontario, Canada"
"Inglewood Community Centre ,  INGLEWOOD ,  Ontario, Canada"
"Island Lake Public School ,  ORANGEVILLE ,  Ontario, Canada"
"King Nursing Home ,  BOLTON ,  Ontario, Canada"
"Laurelwoods Elementary School ,  ORANGEVILLE ,  Ontario, Canada"
"Lord Dufferin Centre ,  ORANGEVILLE ,  Ontario, Canada"
"Macville Public School ,  CALEDON ,  Ontario, Canada"
"Mansfield Ski Club ,  MANSFIELD ,  Ontario, Canada"
"Margaret Dunn Library ,  CALEDON ,  Ontario, Canada"
"Mel Lloyd Centre ,  SHELBURNE ,  Ontario, Canada"
"Melancthon Township Municipal Office ,  SHELBURNE ,  Ontario, Canada"
"Mono Community Centre ,  MONO ,  Ontario, Canada"
"Monticello United Church ,  GRAND VALLEY ,  Ontario, Canada"
"New Hope Community Church ,  ORANGEVILLE ,  Ontario, Canada"
"North Dufferin (Honeywood) Community Centre ,  HONEYWOOD ,  Ontario, Canada"
"Orangeville and District Senior Centre ,  ORANGEVILLE ,  Ontario, Canada"
"Orangeville Baptist Church ,  ORANGEVILLE ,  Ontario, Canada"
"Palgrave Public School ,  PALGRAVE ,  Ontario, Canada"
"Parker Towers ,  ORANGEVILLE ,  Ontario, Canada"
"Parkinson Centennial Public School ,  ORANGEVILLE ,  Ontario, Canada"
"Pope John Paul II Elementary School ,  BOLTON ,  Ontario, Canada"
"Primrose Elementary School ,  SHELBURNE ,  Ontario, Canada"
"Princess Elizabeth Public School ,  ORANGEVILLE ,  Ontario, Canada"
"Royal Canadian Legion Alton ,  ALTON ,  Ontario, Canada"
"Shelburne Residence ,  SHELBURNE ,  Ontario, Canada"
"St. Cornelius Elementary School ,  CALEDON EAST ,  Ontario, Canada"
"St. John the Baptist Elementary School ,  BOLTON ,  Ontario, Canada"
"St. John's Anglican Church ,  CALEDON ,  Ontario, Canada"
"St. Michael Catholic Secondary School ,  BOLTON ,  Ontario, Canada"
"St. Nicholas Elementary School ,  BOLTON ,  Ontario, Canada"
"St. Peter Elementary School ,  ORANGEVILLE ,  Ontario, Canada"
"Tony Rose Memorial Sports Centre ,  ORANGEVILLE ,  Ontario, Canada"
"Vera M. Davis Community Care Centre ,  BOLTON ,  Ontario, Canada"
"Victoria Parks Community Centre ,  CALEDON ,  Ontario, Canada"
"Westside Secondary School ,  ORANGEVILLE ,  Ontario, Canada"
"755 York Mills Road ,  TORONTO ,  Ontario, Canada"
"921 Millwood ,  TORONTO ,  Ontario, Canada"
"Agricola Lutheran Church ,  TORONTO ,  Ontario, Canada"
"Bennington Heights Public School ,  TORONTO ,  Ontario, Canada"
"Bessborough Public School ,  TORONTO ,  Ontario, Canada"
"Blythwood Public School ,  TORONTO ,  Ontario, Canada"
"Blythwood Road Baptist Church ,  TORONTO ,  Ontario, Canada"
"Bob Rumball Centre for the Deaf ,  TORONTO ,  Ontario, Canada"
"C.N.I.B. Centre ,  TORONTO ,  Ontario, Canada"
"Concorde Park ,  TORONTO ,  Ontario, Canada"
"Delmanor Wynford ,  TORONTO ,  Ontario, Canada"
"Denlow Public School ,  TORONTO ,  Ontario, Canada"
"Dennis R. Timbrell Resource Centre ,  TORONTO ,  Ontario, Canada"
"Dunlace Public School ,  TORONTO ,  Ontario, Canada"
"Fairmeadow Centre ,  TORONTO ,  Ontario, Canada"
"Four Teddington Park ,  TORONTO ,  Ontario, Canada"
"Gateway Public School ,  TORONTO ,  Ontario, Canada"
"Glendon College - York University ,  TORONTO ,  Ontario, Canada"
"Greek Community of Toronto ,  TORONTO ,  Ontario, Canada"
"Greenview Lodge ,  TORONTO ,  Ontario, Canada"
"Grenoble Public School ,  TORONTO ,  Ontario, Canada"
"Highgate - MTCC638 ,  TORONTO ,  Ontario, Canada"
"Hillside Ravine ,  TORONTO ,  Ontario, Canada"
"Jenner-Jean Marie Community Centre ,  TORONTO ,  Ontario, Canada"
"John Fisher Public School ,  TORONTO ,  Ontario, Canada"
"Joseph Brown Manor ,  TORONTO ,  Ontario, Canada"
"Leaside Public Library ,  TORONTO ,  Ontario, Canada"
"Leaside Retirement Res ,  TORONTO ,  Ontario, Canada"
"Leaside Towers 2 ,  TORONTO ,  Ontario, Canada"
"Linkwood Village Recreation Centre ,  TORONTO ,  Ontario, Canada"
"Mount Citadel ,  TORONTO ,  Ontario, Canada"
"MTCC964 ,  TORONTO ,  Ontario, Canada"
"Norman Ingram Public School ,  TORONTO ,  Ontario, Canada"
"Northlea Public School ,  TORONTO ,  Ontario, Canada"
"Northlea United Church ,  TORONTO ,  Ontario, Canada"
"Overland Learning Centre ,  TORONTO ,  Ontario, Canada"
"Owen Public School ,  TORONTO ,  Ontario, Canada"
"St. Bonaventure Church ,  TORONTO ,  Ontario, Canada"
"St. Leonard's Anglican Church ,  TORONTO ,  Ontario, Canada"
"St. Monica's Catholic School ,  TORONTO ,  Ontario, Canada"
"Sunnybrook Hospital, K Wing ,  TORONTO ,  Ontario, Canada"
"Suomi Koti Finnish Centre ,  TORONTO ,  Ontario, Canada"
"The Accolade ,  TORONTO ,  Ontario, Canada"
"The Courtyards of Concorde ,  TORONTO ,  Ontario, Canada"
"The Overlea ,  TORONTO ,  Ontario, Canada"
"The Palisades ,  TORONTO ,  Ontario, Canada"
"The Pioneer Place ,  TORONTO ,  Ontario, Canada"
"The Rosewood ,  TORONTO ,  Ontario, Canada"
"The Sherwood ,  TORONTO ,  Ontario, Canada"
"Thompson House ,  TORONTO ,  Ontario, Canada"
"Thorncliffe Park Public School ,  TORONTO ,  Ontario, Canada"
"Toronto French School ,  TORONTO ,  Ontario, Canada"
"Trace Manes Centennial Building ,  TORONTO ,  Ontario, Canada"
"Trinity Presbyterian Church ,  TORONTO ,  Ontario, Canada"
"TSCC1987 ,  TORONTO ,  Ontario, Canada"
"Twenty Sanderling ,  TORONTO ,  Ontario, Canada"
